" Appointment"," OTP"," Member"," Affiliation"," Start date"," End date"," Status"
"DP - Prompt Reconstruction Operation Coordinator (PROC) // Activities and Detector Projects // Data Preparation // PROC","0","WALTER, Lampl","Arizona(United States of America)","2010-02-01","2011-01-31","inactive"
"Convener of subgroup: Etmiss (MET) // Activities and Detector Projects // Physics // Combined Performance Groups // Jet/Etmiss CP group","","PETER, Loch","Arizona(United States of America)","2014-10-01","2015-09-30","inactive"
"Convener of subgroup: Jet/Etmiss Software and Validation (JSV) // Activities and Detector Projects // Physics // Combined Performance Groups // Jet/Etmiss CP group","","PETER, Loch","Arizona(United States of America)","2017-10-01","2019-09-30","inactive"
"LAr Software & Data Preparation Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Software&Data Preparation","","WALTER, Lampl","Arizona(United States of America)","2023-03-01","2025-02-28","active"
"LAr Software & Data Preparation Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Software&Data Preparation","","WALTER, Lampl","Arizona(United States of America)","2021-03-01","2023-02-28","inactive"
"LAr Data Quality Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Data Quality","","WALTER, Lampl","Arizona(United States of America)","2015-03-01","2016-02-29","inactive"
"Convener of subgroup: Jet Tagging (JetTag) // Activities and Detector Projects // Physics // Combined Performance Groups // Jet/Etmiss CP group","0","JAD MATHIEU, Sardain","Arizona(United States of America)","2023-05-08","2025-03-31","active"
"LAr Phase-II Simulation Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Upgrade Phase-II Electronics // Simulation","","WALTER, Lampl","Arizona(United States of America)","2024-04-01","2026-03-31","active"
"LAr Phase-II Simulation Coordinator // Activities and Detector Projects // Liquid-Argon Calorimeter (LAr) // Upgrade Phase-II Electronics // Simulation","","WALTER, Lampl","Arizona(United States of America)","2021-11-01","2024-03-31","inactive"
"Convener of subgroup: Xbb/Xcc // Activities and Detector Projects // Physics // Combined Performance Groups // Flavour tagging CP group","","RACHEL JORDAN, Hyneman","Arizona(United States of America)","2023-10-01","2025-09-30","active"
"SCAB Member // General // Speakers Committee Advisory Board (SCAB) // Appointments",".15","KAUSHIK, De","Arlington UT(United States of America)","2007-07-01","2010-02-28","inactive"
"Convener SUSY WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".24","TILL, Eifert","Arlington UT(United States of America)","2016-10-01","2018-09-30","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","KAUSHIK, De","Arlington UT(United States of America)","2010-01-01","2011-12-31","inactive"
"DP - Prompt Reconstruction Operation Coordinator (PROC) // Activities and Detector Projects // Data Preparation // PROC","0","DAVID, Cote","Arlington UT(United States of America)","2009-08-01","2010-12-31","inactive"
"DP - Reprocessing Coordinator // Activities and Detector Projects // Data Preparation // Reprocessing","0","TILL, Eifert","Arlington UT(United States of America)","2013-03-01","2014-04-30","inactive"
"Trigger HLT Calo Software Coordinator // Activities and Detector Projects // Trigger // Trigger Menu and Performance","0","DEBOTTAM, Bakshi Gupta","Arlington UT(United States of America)","2022-01-01","2024-03-31","inactive"
"Convener of subgroup: Inclusive Squark/Gluino Production (discontinued on 31.03.2020) // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","","LOUISE, Heelan","Arlington UT(United States of America)","2015-10-01","2016-09-30","inactive"
"Convener of subgroup: 3rd Generation Squarks (discontinued on 31.03.2020) // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","","TILL, Eifert","Arlington UT(United States of America)","2013-10-01","2014-09-30","inactive"
"Convener of subgroup: Etmiss (MET) // Activities and Detector Projects // Physics // Combined Performance Groups // Jet/Etmiss CP group","","TILL, Eifert","Arlington UT(United States of America)","2015-10-01","2016-09-30","inactive"
"Convener of subgroup: MET Forum // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","0","DAVID, Cote","Arlington UT(United States of America)","2012-10-01","2013-09-30","inactive"
"Convener of subgroup: MET Forum // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","0","TILL, Eifert","Arlington UT(United States of America)","2011-10-01","2012-09-30","inactive"
"ADC Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","NURCAN, Ozturk","Arlington UT(United States of America)","2016-03-01","2017-09-30","inactive"
"Distributed Production and Analysis coordinator // Activities and Detector Projects // Software and Computing // ADC","","MAYUKO.KATAOKA, Maeno","Arlington UT(United States of America)","2020-04-01","2023-09-30","inactive"
"Shifts and communications coordinator   // Activities and Detector Projects // Software and Computing // ADC","","NURCAN, Ozturk","Arlington UT(United States of America)","2017-10-01","2018-01-01","inactive"
"Machine Learning Forum Conveners // Activities and Detector Projects // Software and Computing // General","","AMIR, Farbin","Arlington UT(United States of America)","2018-11-01","2021-03-31","inactive"
"Monitoring Working Group Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","ALEKSANDR, Alekseev","Arlington UT(United States of America)","2021-07-01","2023-09-30","inactive"
"Workflow Management Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","FERNANDO HARALD, Barreiro Megino","Arlington UT(United States of America)","2024-03-01","2025-09-30","active"
"Tile Calorimeter Operations Coordinator // Activities and Detector Projects // Tile Calorimeter // Operations","0","JALAL, Abdallah","Arlington UT(United States of America)","2024-03-01","2025-02-28","active"
"Tile Calorimeter Operations Coordinator // Activities and Detector Projects // Tile Calorimeter // Operations","0","JALAL, Abdallah","Arlington UT(United States of America)","2023-03-01","2024-02-29","inactive"
"Tile Calorimeter Operations Coordinator // Activities and Detector Projects // Tile Calorimeter // Operations","0","JALAL, Abdallah","Arlington UT(United States of America)","2019-03-01","2021-02-28","inactive"
"Tile Calorimeter Operations Coordinator // Activities and Detector Projects // Tile Calorimeter // Operations","0","JALAL, Abdallah","Arlington UT(United States of America)","2021-03-01","2023-02-28","inactive"
"Tile Calorimeter Operations Coordinator // Activities and Detector Projects // Tile Calorimeter // Operations","0","JALAL, Abdallah","Arlington UT(United States of America)","2017-03-01","2019-02-28","inactive"
"Tile Calorimeter Phase-II Upgrade Project Leader // Activities and Detector Projects // Tile Calorimeter",".3","GIULIO, Usai","Arlington UT(United States of America)","2023-01-01","2026-12-31","active"
"Tile Calorimeter Calibrations Coordinator // Activities and Detector Projects // Tile Calorimeter // Data Preparation and Performance // Level-3 Coordinators","0","VINCENT FRANCOIS, Giangiobbe","Arlington UT(United States of America)","2011-03-01","2013-02-28","inactive"
"Tile Calorimeter Data Quality Coordinator // Activities and Detector Projects // Tile Calorimeter // Software and Data integrity // Level-3 Coordinators","0","DEBOTTAM, Bakshi Gupta","Arlington UT(United States of America)","2022-11-01","2023-03-31","inactive"
"Tile Calorimeter Data Quality Coordinator // Activities and Detector Projects // Tile Calorimeter // Software and Data integrity // Level-3 Coordinators","0","BLAKE OLIVER, Burghgrave","Arlington UT(United States of America)","2014-03-01","2016-02-28","inactive"
"Tile Calorimeter Phase-I Upgrade Coordinator // Activities and Detector Projects // Tile Calorimeter // Phase-I Upgrade","0","ANDREW, White","Arlington UT(United States of America)","2018-03-01","2020-02-29","inactive"
"Tile Calorimeter Phase-I Upgrade Coordinator // Activities and Detector Projects // Tile Calorimeter // Phase-I Upgrade","0","GIULIO, Usai","Arlington UT(United States of America)","2017-03-01","2018-02-28","inactive"
"Tile Calorimeter Phase-I Upgrade Coordinator // Activities and Detector Projects // Tile Calorimeter // Phase-I Upgrade","0","GIULIO, Usai","Arlington UT(United States of America)","2015-03-01","2017-02-28","inactive"
"Technical Coordination Board Convener // Activities and Detector Projects // Software and Computing // ADC","0","FERNANDO HARALD, Barreiro Megino","Arlington UT(United States of America)","2017-10-01","2022-09-30","inactive"
"ADAM Coordinator // Activities and Detector Projects // Software and Computing // ATLAS Database and Metadata (ADAM)","","NURCAN, Ozturk","Arlington UT(United States of America)","2023-10-01","2025-09-30","active"
"Tile Calorimeter Phase-II Upgrade Project Engineer // Activities and Detector Projects // Tile Calorimeter // Phase-II Upgrade","","SEYEDALI, Moayedi","Arlington UT(United States of America)","2019-02-15","2025-02-14","active"
"Tile Calorimeter Phase-II Upgrade Power Supplies Coordinator // Activities and Detector Projects // Tile Calorimeter // Phase-II Upgrade","","HALEH, Hadavand","Arlington UT(United States of America)","2018-03-15","2025-03-14","active"
"Tile Calorimeter Low-Voltage Power Supply System Coordinator // Activities and Detector Projects // Tile Calorimeter // Phase-II Upgrade // Level-3 Coordinators","","HALEH, Hadavand","Arlington UT(United States of America)","2018-01-01","2026-01-01","active"
"Tile Calorimeter Low-Voltage Brick Production Coordinator // Activities and Detector Projects // Tile Calorimeter // Phase-II Upgrade // Level-3 Coordinators","","HALEH, Hadavand","Arlington UT(United States of America)","2018-01-01","2026-01-01","active"
"Database Operations Coordinator // Activities and Detector Projects // Software and Computing // ATLAS Database and Metadata (ADAM)","","MARCELO, Vogel","Arlington UT(United States of America)","2023-10-01","2024-09-30","inactive"
"Database Operations Coordinator // Activities and Detector Projects // Software and Computing // ATLAS Database and Metadata (ADAM)","","NURCAN, Ozturk","Arlington UT(United States of America)","2017-10-01","2023-09-30","inactive"
"Tile Calorimeter TestBeam Coordinator // Activities and Detector Projects // Tile Calorimeter // Operations // Level-3 Coordinators","","GIULIO, Usai","Arlington UT(United States of America)","2022-03-01","2023-12-31","inactive"
"Tile Calorimeter Demonstrator Coordinator // Activities and Detector Projects // Tile Calorimeter // Phase-II Upgrade // Level-3 Coordinators","","JALAL, Abdallah","Arlington UT(United States of America)","2019-07-01","2025-12-31","active"
"Outreach Coordinator // General // Outreach",".12","CHRISTINE, Kourkoumelis","Athens NKUA(Greece)","2012-03-01","2014-02-28","inactive"
"Publication Committee Chair // General // Publications Committee",".3","CHRISTINE, Kourkoumelis","Athens NKUA(Greece)","2005-03-01","2006-02-28","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","CHRISTINE, Kourkoumelis","Athens NKUA(Greece)","2004-03-01","2006-02-28","inactive"
"Convener Muon CP // Activities and Detector Projects // Physics // Combined Performance Groups",".3","STYLIANOS, Angelidakis","Athens NKUA(Greece)","2023-10-01","2025-09-30","active"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","CHRISTINE, Kourkoumelis","Athens NKUA(Greece)","2008-01-01","2009-12-31","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","CHRISTINE, Kourkoumelis","Athens NKUA(Greece)","2006-01-01","2007-12-31","inactive"
"Convener of subgroup: Efficiency // Activities and Detector Projects // Physics // Combined Performance Groups // Muon CP group","","STYLIANOS, Angelidakis","Athens NKUA(Greece)","2022-10-01","2023-09-30","inactive"
"Muon Speakers Committee Member // Activities and Detector Projects // Muon Spectrometer // General","0","CHRISTINE, Kourkoumelis","Athens NKUA(Greece)","2015-01-01","2021-02-28","inactive"
"TC - Test Beam Coordinator // Activities and Detector Projects // Technical Coordination // General",".12","SOTIRIS, Vlachos","Athens NTU(Greece)","2014-06-01","2016-03-15","inactive"
"Convener of subgroup: Quarkonia Production and b Cross-Section Measurements // Activities and Detector Projects // Physics // Physics Analysis Groups // B-Physics and Light States group","0","STEFANOS, Leontsinis","Athens NTU(Greece)","2014-10-01","2015-09-30","inactive"
"Muon Run Coordinator // Activities and Detector Projects // Muon Spectrometer // Run Coordination","","SOTIRIS, Vlachos","Athens NTU(Greece)","2008-04-01","2011-01-31","inactive"
"Muon System Deputy Project Leader // Activities and Detector Projects // Muon Spectrometer","","SOTIRIS, Vlachos","Athens NTU(Greece)","2011-01-01","2014-02-28","inactive"
"NSW Integration Coordinator (Electronics) // Activities and Detector Projects // Muon Spectrometer // NSW // Level-3 Coordinators","0","THEODOROS, Alexopoulos","Athens NTU(Greece)","2017-07-01","2021-05-31","inactive"
"NSW Integration Coordinator (Electronics) // Activities and Detector Projects // Muon Spectrometer // NSW // Level-3 Coordinators","0","THEODOROS, Alexopoulos","Athens NTU(Greece)","2021-06-01","2022-12-31","inactive"
